cycle,use_mercury,cohesion,structural_stability,vitality,viability,rigidity,dissent,identity_drift,light_power,shadow_power,mercury_power,bridge_tension,mercury_motion,alliance_shift,emergence,jester_pulse,judge_closure
142,False,1,0.910101,0.39216,0.661163,0.310273,0.251831,0.001112,0.528831,0.510095,0.0,0.022546,0.0,0.0,0.979757,0.0,1
143,False,1,0.899836,0.393643,0.654306,0.310262,0.251769,0.00361,0.54152,0.509224,0.0,0.023911,0.0,0.0,0.979767,0.0,1
144,False,1,0.902117,0.394772,0.656423,0.310252,0.251718,0.002405,0.53559,0.504248,0.0,0.024951,0.0,0.0,0.979776,0.0,1
145,False,1,0.899002,0.395869,0.6546,0.310242,0.251678,0.002893,0.535569,0.503422,0.0,0.025959,0.0,0.0,0.979785,0.0,1
146,False,1,0.908303,0.39419,0.660686,0.310232,0.251624,0.000846,0.522311,0.507154,0.0,0.024446,0.0,0.0,0.979794,0.0,1
147,False,1,0.908575,0.392943,0.660374,0.310223,0.251561,0.001238,0.523798,0.507323,0.0,0.02333,0.0,0.0,0.979802,0.0,1
148,False,1,0.90317,0.395544,0.657503,0.310214,0.251523,0.001692,0.523398,0.483106,0.0,0.025705,0.0,0.0,0.97981,0.0,1
149,False,1,0.907583,0.394831,0.660425,0.310205,0.251479,-0.000701,0.517788,0.496625,0.0,0.025069,0.0,0.0,0.979817,0.0,1
150,False,1,0.902648,0.394712,0.656785,0.310197,0.251436,-0.002163,0.524341,0.499966,0.0,0.024972,0.0,0.0,0.979825,0.0,1
151,False,1,0.903663,0.397018,0.658461,0.310189,0.251414,-0.000968,0.5223,0.482314,0.0,0.027074,0.0,0.0,0.979832,0.0,1
152,False,1,0.905748,0.395469,0.659349,0.310182,0.251379,-0.001085,0.507471,0.490395,0.0,0.025674,0.0,0.0,0.979838,0.0,1
153,False,1,0.902195,0.394702,0.656451,0.310174,0.251338,-0.002333,0.515574,0.494798,0.0,0.024989,0.0,0.0,0.979845,0.0,1
154,False,1,0.911837,0.392102,0.6624,0.310167,0.251275,0.000545,0.506115,0.497881,0.0,0.022643,0.0,0.0,0.979851,0.0,1
155,False,1,0.913997,0.390642,0.663369,0.310161,0.251201,0.00016,0.506779,0.493467,0.0,0.021337,0.0,0.0,0.979857,0.0,1
156,False,1,0.904692,0.389896,0.656312,0.310154,0.251123,0.003345,0.51165,0.494995,0.0,0.020681,0.0,0.0,0.979863,0.0,1
157,False,1,0.91673,0.389743,0.664981,0.310148,0.251045,0.000118,0.510007,0.490156,0.0,0.020565,0.0,0.0,0.979868,0.0,1
158,False,1,0.909099,0.391633,0.660219,0.310142,0.250987,0.001464,0.516679,0.483721,0.0,0.0223,0.0,0.0,0.979874,0.0,1
159,False,1,0.91095,0.38967,0.660759,0.310137,0.250912,0.001584,0.496797,0.487088,0.0,0.020538,0.0,0.0,0.979879,0.0,1
160,False,1,0.914459,0.389878,0.66339,0.310131,0.250842,0.000475,0.50358,0.481545,0.0,0.020747,0.0,0.0,0.979883,0.0,1
161,False,1,0.906407,0.388315,0.656911,0.310126,0.250759,0.003397,0.487832,0.477061,0.0,0.019351,0.0,0.0,0.979888,0.2,1
162,False,1,0.909848,0.38877,0.659591,0.310121,0.250683,0.002225,0.498015,0.475545,0.0,0.019787,0.0,0.0,0.979893,0.2,1
163,False,1,0.899271,0.387966,0.651598,0.310116,0.250602,0.005774,0.494799,0.480061,0.0,0.01908,0.0,0.0,0.979897,0.2,1
164,False,1,0.895221,0.38787,0.648625,0.310111,0.250523,0.006728,0.491417,0.472792,0.0,0.019017,0.0,0.0,0.979901,0.2,1
165,False,1,0.896372,0.387526,0.64932,0.310107,0.250442,0.006746,0.496955,0.480005,0.0,0.018727,0.0,0.0,0.979905,0.0,1
166,False,1,0.911609,0.385803,0.659651,0.310103,0.250349,0.002836,0.48875,0.481006,0.0,0.01719,0.0,0.0,0.979909,0.0,1
167,False,1,0.908283,0.383869,0.656454,0.310099,0.250241,0.004462,0.476353,0.481215,0.0,0.015464,0.0,0.0,0.979912,0.0,1
168,False,1,0.907822,0.384439,0.656353,0.310095,0.250141,0.004502,0.494251,0.474873,0.0,0.016012,0.0,0.0,0.979916,0.0,1
169,False,1,0.922171,0.382154,0.665779,0.310091,0.250024,0.000963,0.482469,0.481042,0.0,0.01397,0.0,0.0,0.979919,0.0,1
170,False,1,0.908149,0.383199,0.656083,0.310087,0.249919,0.004871,0.489951,0.468971,0.0,0.014951,0.0,0.0,0.979923,0.0,1
